"id","firm_name","pharmacist","address","state","city","taluka","geocode","time_stamp"
824,VISHAL MEDICAL AND GENERAL STORES - 8600106040,"vishal hemant jangam, DPH, [96353-21/02/2015]","AHMEDNAGAR-SI.SR.NO.4599/3A, GROUND FLOOR,INFRONT VISHAL GANPATI MANDIR ,MALIWADA,",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,703.353834"
825,Vishal Medical And General Stores. - 9552690592,"vishal surinderlal gulati, DPH, [35854-15/01/1996]","Ahmednagar-H.NO. 210, Ward No. 14B,Tarakpur Miskin Road,",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,703.751879"
826,ANAND RUSHIJI MEDICAL STORES - 9730566166,"gajanan laxman timkare, DPH, [122179-30/12/2016]","AHMEDNAGAR-GROUND FLOOR, SHOP NO.1, PLOT NO.124,ANANDRISHIJI HOSPITAL & MRC, ANANDRISHIJI MARG,",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,723.510231"
827,HITESH MEDICAL & GENERAL STORES - 8421217008,"girish suresh lulla, DPH, [154977-17/02/2014]","Dist. Ahmednagar-c.s.no.6513B,h.no.6119, sarjepura,,beside shivam wines,ahmednagar,",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,728.347448"
828,SHIVKRUPA MEDICAL AND GENERAL STORES - 7276394144,"ramkumar rajolansingh gautam, DPH, [115543-08/10/2013]","AHMEDNAGAR-MILKAT NO. 79, SHRIRAM MANDIR PARISAR,,WADGAON GUPTA,",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,735.759892"
829,SHIVKRUPA MEDICAL AND GENERAL STORES - 9766277763,"pratibha laxman chothe, DPH, [178076-12/12/2016]","AHMEDNAGAR-MILKAT NO. 125/1, GALA NO. 1,Opp. Z. P. School, POKHARDI, SHENDI",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,736.07369"
830,SHIVKRUPA MEDICAL AND GENERAL STORES - 7721040002,"bhausaheb ambadas karande, DPH, [133515-08/09/2016]","AHMEDNAGAR-SHOP NO. 03, (EAST SIDE), GR FL, PR. NO. 410/5, PL. NO. 1+2,KRUSHNA COMPLEX, TAPOVAN ROAD, BURHANAGAR,",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,736.449509"
831,Shivkrupa Medical Stores - 9822008709,"sunil mahalingbhau shete, DPH, [29430-08/02/2002]","Dist. Ahmednagar-C.S.No. 3431-A, Ghumare Lane, Tamboli Hospital,Ahmednagar",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,736.819538"
832,SUSHIL MEDICAL & GENERAL STORES - 9850662675,"mayur vinod, DPH, [63636-16/08/2004]","dist ahmednagar-shop no.19, gurunanak apartment,,govindpura,ahmednagar.",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,740.681198"
833,ANUSHKA MEDICAL - 7020888571,"bharti vinod padge, DPH, [161953-25/02/2015]","AHMEDNAGAR-C.S.NO. 93, SONAL COMPLEX,SECOND FLOOR, COUPATI KARANJA, DELHI GATE,",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,742.579885"
834,MS/ SHRI NATHKRUPA MEDICAL AND GENERAL STORES - 9730566166,"sagar sitaram phulsaundar, DPH, [104163-15/06/2012]","AHMEDNAGAR-T.P. SCHEME NO 3, C.S.NO 3,BURUDGAON ROAD, BHOSALE AKHADA",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,743.161575"
835,NATHKRUPA MEDICAL - 9881814008,"bharat sahebrao bodkhe, DPH, [172587-11/09/2015]","AHMEDNAGAR-SHOP NO.1, GUT NO. 238, PR.NO. Z227091621, LOKMANYA HOSPITAL,BHAVNA RUSHI SOCIETY, KALYAN ROAD,NALEGA",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,743.518179"
836,NATHKRUPA MEDICAL AND GENERAL STORES - 9765646818,"shrikant popat darkunde, DPH, [104356-18/09/2012]","AHMEDNAGAR-C.S.GUT NO. 714, 6 R, JEUR(BA),JEUR STAND ROAD, JEUR",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,743.81978"
837,PRATHMESH MEDICAL AND GENERAL STORES - 9403377511,"pratibha subhashrao akolkar, DPH, [40718-]","AHMEDNAGAR-GUT NO. 33/3, PLOT NO 4, GALA NO. 1,PADMANAGAR, JUNA PIMPALGAON MALVI RAOD",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,745.435701"
838,KRISHNA MEDICAL STORES - 9423713676,"krishna babanrao mote, DPH, [46479-04/03/2005]","Dist. Ahmednagar-gut no296,.plot no.6,room no.1,karandikar hospital,,siddhanath nagar,laltaki road,ahnednagar,",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,746.042521"
839,SHRI KRUSHNA MEDICAL AND GENERAL STORES - 8796230808,"nitin balasaheb gulave, DPH, [111911-14/12/2015]","JEUR-MILKAT NO.1196, GAT NO.634, Gala No. 1 On Stilt Floor,NAGAR AURANGABAD ROAD",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,747.786582"
840,SHRIKRISHNA MEDICAL & GENRAL STORES - 9999999999,"yogesh krishanlal dhuppad, DPH, [22043-01/04/1989]","Dist. Ahmednagar-5785 Central Bank rd.,Ahmednagar",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,748.145473"
841,SHRIKRISHNA MEDICAL AND GENERAL STORES - 9822679420,"sharad sahebrao dongare, BPH, [54825-07/11/2001]","AHMEDNAGAR-MILKAT NO. 637, JAMKHED ROAD,,JAKAT NAKA, DAREWADI, AHMEDNAGAR CAMP",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,748.455195"
842,SHRIKRUSHNA MEDICAL AND GENERAL STORES - 9209942033,"santosh bapurao pawar, DPH, [46530-15/11/2014]","AHMEDNAGAR-C.S.NO. 268, GALA NO. 1,AT POST NAGAPUR TAL DIST AHMEDNAGAR",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,748.827871"
843,DESHPANDE HOSPITAL MEDICAL STORE - 9823020912,"deepak devidas kadam, BPH, [178630-01/02/2016]","AHMEDNAGAR-GROUND FLOOR, HOUSE NO. 4213, 4214, S. NO. 5682,,LAXMI KARANJA, ANANDI BAZAR,",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,752.29473"
844,RATHOD MEDICAL & GENERAL STORES - 7588360141,"vasant kumar chandmal rathod, [28415-26/03/1993]","AHMEDNAGAR-H. NO. 284, SADAR BAZAR CAMP,BHINGAR AHMEDNAGAR",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,754.880056"
845,ZENDE HOSPITAL - 9657602930,"zende prashant padmakar, OTH, [C-P-27/09/2011]","Ahmednagar-G.L.R.S. No. 12, plot No. 4,Zende Hospital, Tarakpur Bus Stand Road,",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,758.338418"
846,DESHPANDE MEDICAL STORES - 9890303037,"chakrapani balraj bura, DPH, [15687-20/12/2013]","AHMEDNAGAR-Gut No. 5506/1,5507/A,5507/2,5507/3,5507/4,,Milkat No.Z29083258, PATVARDHAN CHOWK",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,759.233984"
847,MATOSHRI MEDICAL AND GENERAL STORES - 9561731136,"vaishali raosaheb madane, DPH, [158328-08/10/2014]","AHMEDNAGAR-S.NO. 59/2B,60+61, PLOT NO.98, MILKAT NO 80/95, Ground Floor,First Shop From North Side ,NIRMAL NAGAR,SAVEDI",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,762.162015"
848,Matoshri Medical And General Stores. - 9822758233,"rajeshri gorkshnath nawale, DPH, [52518-14/04/2011]","Ahmednagar-S.No. 6999/4854, Shop No. 4,,Trilok Chambers, Laltaki Road,",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,762.519597"
849,OM SHRI MEDICAL & GENERAL STORES - 9421588502,"sunil sarjerao karande, DPH, [57871-28/05/2015]","dist.ahmednagar-PLOT NO,3/13,NARSALE HOSPITAL,BALIKASHRAM ROAD,,SHONDE MALA,NEAR ESSAR PETROL PUMP,AHMEDNAGAR",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,763.518786"
850,SHRI DATTA MEDICAL & GENERAL STORES - 9999999999,"santosh shridhar pawar, DPH, [47842-09/05/2001]","AHMEDNAGAR-SERVE NO. 59/2B+60+61, PLOT NO. 191,NIRMALNAGAR, AHMEDNAGAR",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,778.001996"
851,SHRI DATTA MEDICALS AND GENERAL STORES - 7720860006,"priyanka ravindra mohite, [150762-20/07/2015]","AHMEDNAGAR-C. S. NO. 230, MILKAT NO. 1331,,WADARWADI BHINGAR",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,778.385143"
852,Shri Devendra Medical - 9405884888,"pradip gulabchand kothari, DPH, [60040-16/03/2012]","Ahmedangar-Shop No.2,,Near Swami Vivekanand Statue, Nirmala Tower,",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,778.771374"
853,SHRI MEDICAL & GENERAL STORES - 9890052247,"shailendra ramesh sambhar, DPH, [131015-22/08/2012]","dist ahmednagar-c.s.no.5211 B/3,232/513/07,,near sola toti karanja,tophkhana.ahmrdnagar,",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,781.771837"
854,SHRI MEDICAL AND GENERAL STORES - 9960420342,"prasad suresh kanade, DPH, [93769-13/08/2014]","JEUR (BAIJABAI) AHMEDNAGAR-GRAM PANCHAYAT MILKAT NO 1218/1, GROUND FLOOR,NEAR S.T. STAND , NAGAR-A BAD ROAD",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,782.091819"
855,SHRI MEDICAL AND GENERAL STORES - 9763032310,"naresh prakash pawar, DPH, [83369-30/10/2014]","NALEGAON ,AHMEDNAGAR-SARVE NO.15, PLOT NO.1 TO 18,NEAR PUNAM CULTURAL HALL, SHIVAJI NAGAR, NAGAR KALYAN ROAD",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,782.439562"
856,SHRI MEDICAL AND GENERAL STORES - 9604483121,"jagdish shivram mutkule, DPH, [30545-30/12/2003]","AHMEDNAGAR-GAT NO. 43/2/4, PLOT NO. 4, GALA NO. 1,,SHRIRAM CHOWK, PIPELINE ROAD,",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,782.821603"
857,SHRI MEDICAL AND GENERAL STORES - 9766558008,"pramod kashinath andhale, DPH, [54005-19/10/2004]","AHMEDNAGAR-MILKAT NO. 228,GALA NO. 1,,AT POST SONEWADI(P.L.)",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,783.133561"
858,SHRI SANJIVANI MEDICAL & GENERAL STORES - 9999999999,"kailas namdeo chakane, DPH, [34528-21/01/1997]","AHMEDNAGAR-C. S. NO. 870, H. NO. 1020,GALA NO. 4,,SARJEPURA, AHMEDNAGAR",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,787.457668"
859,SHRINATH MEDICAL & GENERAL STORES - 9421588736,"dnyandev eknath shewale, DPH, [31879-04/11/1993]","AHMEDNAGAR-MILKAT NO. 397, ROOM NO. 1,WADGAONGUPTA,AHMEDNAGAR",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,792.069304"
860,Shrinath Medical And General Stores. - 9422281501,"manoj kumar manikchand luniya, DPH, [27098-02/02/2011]","Dist : Ahmednagar-Milkat No. 34,,Bazartal.Rui Chhattisi, Taluka Ahmednagar.",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,792.440038"
861,SHRIYA MEDICAL AND GENERAL STORES - 9422223670,"sanjay manikchand bhandari, DPH, [22029-13/08/2012]","AHMEDNAGAR-GLR. S. NO. 4, BUNGLOW NO. 3, PLOT NO. 3 A/2,,OPP. TARAKPUR BUS STAND,",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,797.604878"
862,VISHWALILA MEDICAL STORES - 9922355723,"sanjay yadav girge, DPH, [44927-04/09/2012]","AHMEDNAGAR-196/13, VISHWALILA EYE CARE CENTRE,NEAR SHRI SWAMI SAMARTH MANDIR",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,809.065366"
863,VISHWANJALI MEDICAL AND GENERAL STORES - 9999999999,"satish madhukar kale, DPH, [56615-07/04/2001]","AHMEDNAGAR-PLOT NO. 103,GALA NO. 103,,AYODHYA CORNER,BHISTBAG NAKA, PIPLINE ROAD,SAVEDI",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,809.692795"
864,India Medical - 7588339354,"riaz ahmed shaikh, DPH, [19672-29/04/1987]","Dist Ahmednagar-1732,,Zhendigate",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,814.351374"
865,MOIJ MEDICAL & GENERAL STORES - 9921595596,"riyaj tajuddin inamdar, DPH, [50950-12/09/2014]","AHMEDNAGAR-MALMATTA NO. 86/610 (Z386098409), GALA NO.2 ,,NAVED COMPLEX , GOVINDPUA, MUKUNDNAGAR",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,872.595257"
866,KRITIKA ENTERPRISES - 9890031333,"shirish narayan anmal, OTH, [C-P-21/02/2014]","AHMEDNAGAR-SHOP NO.1 (FROM SOUTH WEST),PL. NO.3897, PR NO. Z21308451,C.S.NO.5257A/1, BEHIND ASHA TALKIES, AHMEDNAGAR",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,876.052595"
867,ANIL MEDICAL AND GENERAL STORES - 9764107371,"anil bansi sapte, DPH, [86084-06/10/2010]","AHMEDNAGAR-SHOP NO. 01, (SOUTH SIDE), MILKAT NO. 417,,A/T - MANDVE, POST - SANDVE, TAL - NAGAR, DIST - AHMEDNAGAR",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,880.524481"
868,Anil Medical Stores - 9423431093,"anilkumar babulal zawar, DPH, [11187-01/10/1992]","Dist. Ahmednagar-3117, Old Cloth Market,Ahmednagar",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,880.940395"
869,Milan Enterprises - 9822059019,"atul shridhar dange, BCO, [C-P-31/12/2013]","Ahmednagar-C.S.No. 3881-3881A, H.NO. 5195-6369, G-8,Prabhu Aangan Apartment, Juna Bazar Road,",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,883.044377"
870,NILESH MEDICAL AND GENERAL STORES - 9881513443,"amol balasaheb kandekar, DPH, [187360-09/08/2016]","AHMEDNAGAR-SHOP NO.1, EAST SIDE, GROUND FLOOR, PR. NO. Z214085521,,S.NO. 3872, OPP. B. DESHPANDE HOSPITAL, NANGARE GALLI,",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,883.678745"
871,TRIMURTI MEDICAL - 9021962327,"bhupendra subhash khedkar, [152460-11/11/2016]","AHMEDNAGAR-SHOP NO.5, FROM NORTH,GR FL,PR. NO. Z422105853, PL. NO. 132,,KUNDAN COMPLEX, NEW TILAK ROAD, SAKKAR CHOWK",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,888.345352"
872,TRIMURTI MEDICAL & GENERAL STORES - 9422236294,"urmila madhukar sonawane, DPH, [46908-13/01/2010]","AT POST NIMBLAK-MILKAT NO. 1289, DATTA MANDIR CHOWK,,NAGAR KHARE KARJUNE ROAD,",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,888.742306"
873,UNIQUE MEDICAL STORE - 9689481322,"ashvini dattatray thokal, DPH, [178844-01/05/2016]","Ahmednagar-C. S. No. 186/A-5/3,Plot No. 34,Pandit Accident Hospital Station Road",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,901.915282"
874,Kiran Medical And General Stores. - 9689545575,"shital pandharinath thorve, DPH, [135985-27/12/2012]","Ahmednagar-Gut No.662, At post Deoulgaon Siddhi,,Deoulgaon Siddhi,",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,906.827181"
875,NIRMAL GENERAL STORES - 9226766095,"jyotibala jawaharllal gandhi, HSC, [C-P-20/07/2009]","Dist. Ahmednagar-C.S. NO.2705,C, SAWAJ CHAMBERS,,KRISTA GALLI,AHMEDNAGAR",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,909.368941"
876,ISH MEDICAL AND GENERAL SOTRES - 9890161095,"abdul sajid maheboob sayyed, DPH, [42677-07/05/2016]","AHMEDNAGAR-SHOP NO.1, FR. SOUTH, GR FL, PR NO. Z386098334,,ISH HOSPITAL BUILDING, SHITAL HOUSING SOCIETY, GOVIND PURA,",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,921.533015"
877,Manish Medical And General Stores - 9420611111,"sagar shrikishan nyati, DPH, [118196-22/10/2013]","Ahmednagar-C.S.No. 196/7, Anand Hospital,,Savedi Road, Ahmednagar",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,926.02"
878,MANISH MEDICAL AND GENERAL STORES - 9420611111,"sonal manish somani, BSC, [C-P-06/03/2014]","AHMEDNAGAR-C. S. NO. 196/7, GROUND FLOOR, MALMATTA NO. 160 PART, WARD64,ANAND HOSPITAL COMPLEX, SAVEDI ROAD,",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,926.332912"
879,MEDIVISION - 9890456789,"disha sourabh jhalani, BCO, [C-P-21/01/2014]","AHMEDNAGAR-GUT NO. 101,,PLOT NO. 61,ROOM NO. 2,NEAR JHALANI HOSPITAL ,T. V. CENTRE",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,927.287364"
880,R.S.ENTERPRISES - 9822392310,"sau. rajani ravaji kawade, BSC,OTH, [C-P-29/12/2009]","AHMEDNAGAR-H.NO. 3865/7345, C.S.NO. 3875, A/2, F.C. MADAN,CHANDRA ARCADE, NAGARE GALLI",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,929.426554"
881,S. K. ENTERPRISES - 9922189294,"suvarna sayajirao kachare, BSC, [C-P-07/05/2008]","AHMEDNAGAR-C.S.NO.26, PLOT NO.15, FIRST FLOOR,NISHIGANDH COLONY, NAMRATA COLONY, PIPELINE ROAD",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,929.748318"
882,Anita Medical & Genral Stores - 9372453558,"pramod bhikchand gandhi, DPH, [17600-02/04/1986]","Dist. Ahmednagar-S.no. 2/2B, Plot no. 2, Prashant Bunglow,Nagar Manmad Road Savedi",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,944.113934"
883,SMITA MEDICAL AND GENERAL STORES - 9999999999,"shobha chandrakant lokhande, DPH, [21338-23/05/1989]","AHMEDNAGAR-H. NO. 1050, C.S. NO. 6942,TELIKHUNT",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,953.541398"
884,JIVAN MEDICAL AND GENERAL STORES - 9730204639,"jivan digambar bhagwat, DPH, [50163-15/03/2007]","AHMEDNAGAR-MILKAT NO. 817, GALA NO1,,AT POST RUICHHATTISI, TAL DIST AHMEDNAGAR",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,957.50836"
885,SANJIVANI MEDICAL AND GENERAL STORES - 9999999999,"atulkumar babasaheb hinge, DPH, [56186-05/09/2001]","AHMEDNAGAR-S.NO.279 & 1/B, MILKAT NO.1744, GALA NO.3,DR THAKARE SHEJARI, WADARWADI",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,958.434895"
886,TRIVENI MEDICAL AND GENERAL STORES - 9422088725,"mangal babaji kale, DPH, [161245-25/11/2016]","AHMEDNAGAR-TP SKIM NO.3, C.S.NO.6897/24/2, SHOP NO.1, SUKHADA HOSPITAL,BAGADE MALA, OPP. POLICE COLONY, BALIKASHRAM ROAD, NALEGAON",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,965.14147"
887,UNIVERSAL MEDICAL AND GENERAL STORES - 9766951545,"sachin subhash mote, DPH, [122015-27/12/2016]","AHMEDNAGAR-SHOP NO.3 (Fr. East), PR.NO. Z418000018, 1st FL., S.NO. 8/2,,PL. NO. 8/2 to 8/11/1, FARATH TOWER, STATION ROAD, BURUDGAON",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,965.499911"
888,PIYUSH MEDICAL - 9922240438,"raju balu phalke, DPH, [131910-01/02/2014]","AHMEDNAGAR-PLOT NO 8, C.S.NO. 4396,SATBHAI MALA, DELHI GATE",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,968.839973"
889,PRIYA MEDICAL AND GENERAL STORES - 9999999999,"manish gulshan narang, DPH, [32054-02/12/1993]","AHMEDNAGAR-GALA NO. 1,GANESH APARTMENT, BALIKASHRAM ROAD",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,969.201692"
890,PRIYA MEDICAL AND GENERAL STORES - 9405401664,"anand chandrakant ostwal, DPH, [115890-14/06/2012]","AHMEDNAGAR-S.NO. 137/2A, NEW NO. 7612,MOHAN BAG, DELHI GATE, SANTOSHI MATA PATANGAN",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,969.558193"
891,KUSUMANJALI MEDICAL - 9604400359,"smita padmakar deshmukh, DPH, [26830-01/04/2016]","AHMEDNAGAR-S.NO. 12, PLOT NO. 4, ZENDE HOSPITAL, KARACHIWALA NAGAR,TARAKPUR",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,981.392991"
892,PRANJAL MEDICAL STORE - 8275201454,"madhuri babasaheb dongare, DPH, [115915-28/01/2013]","AHMEDNAGAR-GALA NO. 1,,C/O DR. HODSHIL HOSPITAL, NEW VIRAJ COLONY",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,983.189962"
893,UJWAL MEDICAL AND GENERAL STORES - 8888854494,"varsha sonyabapu yadav, DPH, [118545-02/07/2012]","SAVEDI,AHMEDNAGAR-PLOT NO. 36, SR.NO. 253/4A+4B+4C+4D,,COTTAGE CORNER,",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,874,003.42804"
894,JYOTI MEDICALAND GENERALSTORES - 9822274554,"surinderkumar kishanchand ahuja, [11098-07/04/1986]","AHMEDNAGAR-58, WARD NO. 14 - B,TARAKPUR",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,874,004.862139"
895,M. K. MEDICAL& GENERAL STORES - 9270181501,"mohsin karim shaikh, DPH, [69228-09/07/2007]","AHMEDNAGAR-GALA NO. 14, MEGHRAJ APARTMENT ,MISKIN MALA,TARAKPUR, AHMEDNAGAR",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,874,005.999691"
896,R.K.MEDICAL AND GENERAL STORES - 9881513443,"balasaheb bajirao timkare, DPH, [109809-19/12/2012]","AHMEDNAGAR-MILKAT NO. 6/129/1,LALTAKI",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,874,006.620441"
897,ALKA MEDICAL & GENERAL STORES - 9860033221,"sumitkumar vijaykumar bhalgat, DPH, [89068-17/07/2007]","Dist. Ahmednagar-C.S. No. 25/4 to 9 (1-A) 4Gala no. 7 Morya Sanskrutik Bhavan,Pipeline Rd. Savedi",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,874,007.569008"
898,KALYANI MEDICAL & GENERAL STORES - 9960585565,"priyanka vishwas gadhe , DPH, [160924-26/05/2015]","AHMEDNAGAR-C.S.NO.41, H.NO. 200,,DELHI GATE PATANGAN",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,874,011.750345"
899,RENUKA MEDICAL & GENERAL STORES - 9561100060,"sandeep subhash garad, DPH, [160372-14/01/2016]","AHMEDNAGAR-SHOP NO.1 (Fr. South), C.S. NO. 5838, PR. NO. Z29083910,,GR. FLOOR, ATHARV TOWERS, CHUPATIKARANJA,",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,874,017.376592"
900,RENUKA MEDICAL AND GENERAL STORES - 9270001501,"nilesh kailas ransing, DPH, [187986-07/06/2016]","AHMEDNAGAR-SHOP NO. 02, (EAST SIDE), C.S.NO. 43/1A/2B/431A,PLOT NO. 06, BHITEMALA, SHRIRAM CHOWK, PIPELINE ROAD,",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,874,017.748066"
901,KOMAL MEDICAL AND GENERAL STORES - 9271915415,"sagar balasaheb shinde, BPH, [175131-26/10/2016]","AHMEDNAGAR-ROOM NO. 02, (EAST), PR. NO. Z154057481, 1ST FLOOR,,PL. NO. 109, FL. NO. 116, POOJA COMPLEX, NAGAR - MANMAD ROAD",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,874,032.74813"
902,KOMAL MEDICALS AND GENERAL STORES - 9028763939,"sandeep asaram ekade, DPH, [38901-31/12/1999]","AHMEDNAGAR-C. S. NO. 4560, AMAN PATIL ROAD,,MALIWADA",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,874,033.10912"
903,KRUPA MEDICAL AND GENERAL STORES - 9423464277,"amol balasaheb borkar, DPH, [187892-11/11/2016]","AHMEDNAGAR-C.S.NO. 979, NEAR CHAKRADHAR SWAMI MANDIR,NEAR CHAKRADHAR SWAMI MANDIR,NAGAPUR",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,874,037.955776"
904,SANTKRUPA MEDICAL AND GENERAL STORES - 9960976383,"ananda bhanudas gahile, DPH, [58935-19/05/2009]","ARANGAON MEHERABAD-MILKAT NO. 380, GALA NO. 2,,GROUND FLOOR,",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,874,041.721571"
905,LOKSEVA MEDICAL AND GENERAL STORES - 9049600714,"datta vitthal dhas, DPH, [131929-17/10/2015]","AHMEDNAGAR-Shop.No.5 From East,Plot No.2,S.No.250/1C, Fulari Towers,,Prop.No.4682,Madhavbaug Rod,Alamgir,NaagarDevale,Ahmednagar,",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,874,048.011967"
906,Alok Medical And General Stores. - 9960015237,"sunil ajitkumar bafana, DPH, [97567-14/12/2011]","Ahmednagar-485 B, Shop No. 778, Gala No.2,,Abhinav Apartment, Tofkhana,",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,874,089.875167"
907,LOPMUDRA MEDICAL,"yogesh purushottam nisal, DPH, [36168-01/07/2004]","AHMEDNAGAR-PLOT NO 17, S.NO 391B, SUSHRUT PLASTIC SURGERY CENTRE,GULMOHAR ROAD",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,874,091.556828"
908,LOTUS MEDICAL - 9970079619,"mahesh raghunath athare, BPH, [39483-10/03/2016]","AHMEDNAGAR-ROOM NO. 01, GROUND FLOOR, MILKAT NO. Z144046248,OLD THOLAR HOSPITAL, OUT RAM ROAD, MISSION COMPOUND, SAVEDI,",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,874,091.925275"
