firm_name,address,licenses,reg_pharma_comp_person,tooltip
SHEEL MEDICOJ - 9823233144,"BHUSAWAL-147/2A, PLOT NO.3B/6/1,,NEAR T.V.TOWER,",RS - 2,"mukesh chuharmal sodhai, DPH, [36032-30/07/2002]","['License: ', '20A-20/891 (Validity: 29/07/2017)', '21-21/891 (Validity: 29/07/2017)']"
SHIDHI MEDICAL & GENERAL STORES - 9421634524,"BHUSAWAL-SHOP NO.1, C.S.T.NO.142K, PLOT NO.4A, HOUSE NO.5/2128,NEAR KIRTI HOSPITAL, JAMNER ROAD,",RH - 3,"shaikh mohsin akhtar aijazuddin, DPH, [86512-24/11/2015]","['License: ', '20-20/2558 (Validity: 04/01/2018)', '20C-20C/1042 (Validity: 04/01/2018)', '21-21/2558 (Validity: 04/01/2018)']"
SHIFA MEDICAL & GENERAL STORES - 7304772444,"BHUSAWAL-CSN.39/1, PLOT NO.1, SHOP NO.3,,GROUN FLOOR, RAJ APPT. KHADKA ROAD,",RWH - 5,"patel javed mehboob , DPH, [96520-01/10/2008]","['License: ', '20-20/2780 (Validity: 17/04/2021)', '20B-20B/1476 (Validity: 17/04/2021)', '20C-20C/1187 (Validity: 17/04/2021)', '21-21/2780 (Validity: 17/04/2021)', '21B-21B/1329 (Validity: 17/04/2021)']"
SHIV AGENCIES - 9999999999,"BHUSAWAL-195/2, PLOT NO.9, 1ST FLOOR,,MAHESH NAGAR,",W - 2,"bharti abhiman patil , BSC, [C-P-23/04/2003]","['License: ', '20B-20B/1210 (Validity: 22/04/2018)', '21B-21B/1067 (Validity: 22/04/2018)']"
SHRADDHA MEDICAL AND GENERAL STORES - 9823053755,"BHUSAWAL-S.NO.3877/24A, GHAR NO.7/322, ROOM NO. 1 AND 2,GROUND FLOOR, KULKARNI PLOT, OPP. PRATIBHA HOSPITAL",RH - 3,"rajashri ulhas patil, [183893-23/09/2016]","['License: ', '20-165404 (Validity: 26/09/2021)', '20C-165406 (Validity: 26/09/2021)', '21-165405 (Validity: 26/09/2021)']"
SHREE AGENCIES - 9860042811,"BHUSAWAL-C.S.T.NO.132/1 & 131/6, ROOM.NO.4,,SUMAN NIWAS, KASTURI NAGAR,",W - 2,"anant bhagwan bhangale, HSC, [C-P-31/05/2005]","['License: ', '20B-20B/1313 (Validity: 30/05/2020)', '21B-21B/1169 (Validity: 30/05/2020)']"
SHREE BIJASANI PHARMA - 8485809167,"Bhusawal-C.S.NO. 1941A+1B, P.No. 22, First Floor, R.No.3, Behind,Dhanshri Gas Agency, Mahesh Nagar",WH - 3,"mr. yuvraj pralhad rathod, BPH, [125329-22/05/2013]","['License: ', '20B-76288 (Validity: 14/06/2018)', '20D-76290 (Validity: 14/06/2018)', '21B-76289 (Validity: 14/06/2018)']"
SHREE DATTAPRABHU MEDICAL AND GENERAL STORES - 9422976527,"KURHA PRA.NA.-HOUSE NO. 430,,MAIN ROAD",RH - 3,"jeevan arun kothalkar, DPH, [72820-03/03/2012]","['License: ', '20-49637 (Validity: 29/03/2017)', '20C-49639 (Validity: 29/03/2017)', '21-49638 (Validity: 29/03/2017)']"
SHREE GAJANAN MEDICAL & GENERAL STORES - 9270960778,"DRYAPUR-SHOP NO.1,,HOUSE NO.158,",RH - 3,"arun janardan more, DPH, [44377-13/05/2009]","['License: ', '20-20/1372 (Validity: 12/05/2019)', '20C-73932 (Validity: 16/04/2018)', '21-21/1372 (Validity: 12/05/2019)']"
SHREE GANESH AGENCIES - 7709738477,"BHUSAWAL-4/310/1, MANGAL SHARDA SOCIETY,RAHUL NAGAR, BEHIND PANDURANG TALKIES",RW - 4,"punit vinod patel, BPH, [177005-07/01/2016]","['License: ', '20-138527 (Validity: 18/01/2021)', '20B-138529 (Validity: 18/01/2021)', '21-138528 (Validity: 18/01/2021)', '21B-138530 (Validity: 18/01/2021)']"
SHREE GANESH MEDICAL & GENERAL STORES,"TALWEL-HOUSE NO.1022A/2,,MAIN ROAD,",RH - 3,"jitendra murlidhar patil, DPH, [59497-24/03/2003]","['License: ', '20-20/1887 (Validity: 23/03/2018)', '20C-75983 (Validity: 29/05/2018)', '21-21/1887 (Validity: 23/03/2018)']"
SHREE GANESH MEDICAL & GENRAL STORES - 9822501384,"BHUSAWAL-SHOP NO.48 & 49 , C.S.T.NO.839 & 840,,MUNICIPAL SHOPPING COMPLEX,",RH - 3,"anurag anil lahoti, DPH, [35258-17/02/1998]","['License: ', '20-181662 (Validity: 31/12/2021)', '20C-181663 (Validity: 31/12/2021)', '21-181664 (Validity: 31/12/2021)']"
SHREE GANPATI MEDICAL & GENERAL STORES - 9730043637,"BHUSAWAL-C.S.T NO.3292A/8A,,TIMBAR MARKET ROAD",RH - 3,"ganesh dnyaneshwar chaudhari, DPH, [104568-20/08/2016]","['License: ', '20-20/2074 (Validity: 01/07/2019)', '20C-20C/1040 (Validity: 06/05/2017)', '21-21/2074 (Validity: 01/07/2019)']"
SHREE HARI MEDICAL AND GENERAL STORES - 7721989293,"VARANGAON-C.S.T.NO 1851 HOUSE NO 391, BHAVANI NAGAR,MAIN ROAD",RH - 3,"vaishali purushottam patil, DPH, [45813-05/09/2005]","['License: ', '20-20/2267 (Validity: 04/09/2020)', '20C-20C/806 (Validity: 04/09/2020)', '21-21/2267 (Validity: 04/09/2020)']"
SHREE KRUSHNA MEDICAL & GENERAL STORES - 9999999999,"BHUSAWAL-C.S.T.NO.3653, GAMADIYA PRESS,,MAMAJI TALKIJ ROAD,",RH - 3,"liladhar matadin joshi, DPH, [55826-01/11/2005]","['License: ', '20-20/1859 (Validity: 31/12/2012)', '20C-20C/834 (Validity: 21/11/2020)', '21-21/1859 (Validity: 31/12/2012)']"
SHREE MEDICAL & GENERAL STORES - 9021834276,"BHUSAWAL-SHOP NO.1, F.PLOT NO.40A, C.S.T.NO.142 PLOT.NO.19,CHINTAMANI HOSPITAL AWAR, NAGAR CHOWK,",RH - 3,"khemchandra arun zope, DPH, [100764-20/08/2009]","['License: ', '20-20/2915 (Validity: 19/08/2019)', '20C-20C/1253 (Validity: 19/08/2019)', '21-21/2915 (Validity: 19/08/2019)']"
SHREE MEDICO AND GENERAL STORES - 7709508868,"A/P. VARANGAON-GAT NO.862, PLOT NO.7,Malmatta No.3155,Ground Floor Shop,National Highway No.6 Main Road, RENUKA NAGAR",RH - 3,"aabid khan amjad khan, DPH, [179295-04/06/2016]","['License: ', '20-155624 (Validity: 03/07/2021)', '20C-155626 (Validity: 03/07/2021)', '21-155625 (Validity: 03/07/2021)']"
SHREE RUPLATA MEDICAL & GENERAL STORES - 9420109937,"BHUSAWAL-SHOP NO.1, TALMAJALA, C.S.T.NO.3292A/43,,NEAR APNDURANG TALKIJ, JAMNER ROAD,",RH - 3,"patel aftab ahemad banemiya, DPH, [127230-10/05/2013]","['License: ', '20-20/3022 (Validity: 06/05/2020)', '20C-20C/1315 (Validity: 06/05/2020)', '21-21/3022 (Validity: 06/05/2020)']"
SHREE SADGURU MEDICAL AND GENERAL STORES - 9765513747,"A/P. FEKARI-C.S.NO.203, GHAR NO.141 GROUND FLOOR,NEAR MAHADEV MANDIR",RH - 3,"nilesh pralhad bhole, DPH, [125253-06/10/2016]","['License: ', '20-167957 (Validity: 16/10/2021)', '20C-167959 (Validity: 16/10/2021)', '21-167958 (Validity: 16/10/2021)']"
SHREE SAI MEDICAL AND GENERAL STORES - 9226314698,"BHUSAWAL-PLOT NO. 1, SERVE NO. 118/1, MUNICIPAL HOUSE NO. 5/2807,,JAMNER ROAD, NEAR HOTEL PRIMIER,",RH - 3, ,"['License: ', '20-71185 (Validity: 18/03/2018)', '20C-71187 (Validity: 18/03/2018)', '21-71186 (Validity: 18/03/2018)']"
SHREE SATTYANARAYAN TRADERS - 9999999999,"BHUSAWAL-HOUSE NO 1940, WEEKLY MARKET,MAIN ROAD",W - 1,"pritam holaram badheja, SSC, [C-P-04/03/2003]","['License: ', '20B-20B/1025 (Validity: 03/03/2018)']"
SHREE SATYA SAI MEDICAL & GENERAL STORES - 9923434323,"BHUSAWAL-SHOP NO.2, S.NO.126/2, PLOT NO.3,,VIGNHARTA PALACE,ANAND NAGAR, JAMNER RD.",RH - 3,"minakshi madhukar patil, DPH, [32907-17/05/2004]","['License: ', '20-20/2057 (Validity: 16/05/2019)', '20C-20C/737 (Validity: 16/05/2019)', '21-21/2057 (Validity: 16/05/2019)']"
SHREE SWAMI SAMARTHA MEDICAL AND GENERAL STORES - 9175780662,"Bhusawal-Plot No. 18, Malmatta No.1878, C.S.No.135/1,,Sai Nagar, Golani Complex, Nr. Roop Tiles, Kandari Shivar,",RH - 3,"vikaskumar soma dole, BPH, [96288-31/10/2014]","['License: ', '20-106193 (Validity: 02/11/2019)', '20C-106195 (Validity: 02/11/2019)', '21-106194 (Validity: 02/11/2019)']"
SHREE VINAYAKA DISTRIBUTORS AND SUPPLIERS - 9967501978,"BHUSAWAL-PLOT NO. 18B, VINAYAKA COLONY,SHIRPUR - KANHALA ROAD",WH - 3,"kishor pundlik bhirud, DPH, [C-P-29/06/2015]","['License: ', '20B-123456 (Validity: 02/07/2020)', '20D-123458 (Validity: 02/07/2020)', '21B-123457 (Validity: 02/07/2020)']"
SHREYAS MEDICAL AND GENERAL STORES - 9423768824,"BHUSAWAL-C.S.NO. 3292/45B,,VANKHEDE COLONY, NEAR PANDURANG TALKIES",RH - 3,"kiran shaligram attarde, DPH, [43289-19/01/2012]","['License: ', '20-45699 (Validity: 20/11/2017)', '20C-45701 (Validity: 20/11/2017)', '21-45700 (Validity: 20/11/2017)']"
SHRI PHARMA - 9823370987,"BHUSAWAL-TALMAJALA, T.P.S. NO.2, FAINAL PLOT NO.144/108,,SHIV SANKAR APPARMENT, KADUPLOT, JALGAON ROAD,",WH - 3,"pravin suresh manuchari, DPH, [C-P-07/10/2013]","['License: ', '20B-28360 (Validity: 17/04/2016)', '20D-28362 (Validity: 17/04/2016)', '21B-28361 (Validity: 17/04/2016)']"
SHRI DATTA MEDICAL & GENERAL STORES - 9999999999,"DARYAPUR-SHOP NO.2, HOUSE NO.151,,VARANGAON (FACTORY), DARYAPUR",RH - 3,"rajendra hari patil, DPH, [29273-13/02/2008]","['License: ', '20-20/780 (Validity: 12/02/2018)', '20C-20C/1132 (Validity: 12/02/2018)', '21-21/780 (Validity: 12/02/2018)']"
SHRI DATTAA MEDICAL & GENERAL STORES - 9923455115,"BHUSAWAL-2, C.S.T.NO. 110/10/2, HOUSE NO.10/1750,SHANTI COMPLEX, YAWAL ROAD,",RWH - 5,"niteen ashok bari, DPH, [56268-06/12/2000]","['License: ', '20-186424 (Validity: 31/12/2021)', '20B-129106 (Validity: 18/09/2020)', '20C-186425 (Validity: 31/12/2021)', '21-186426 (Validity: 31/12/2021)', '21B-129107 (Validity: 18/09/2020)']"
SHRI GAJANAN MAHARAJ MEDICAL & GEN.STORES. - 9923449490,"BHUSAWAL-CSN-135/2/3, HOUSE NO.5/32/04,,PROFESSOR COLONY,GODAVARI HSPTL COMPOUND,",R - 2,"sanjay ramesh chaudhari, DPH, [55905-05/03/2009]","['License: ', '20-20/2836 (Validity: 04/03/2019)', '21-21/2836 (Validity: 04/03/2019)']"
SHRI GANESH MEDICAL & GENERAL STORES - 9422714310,"VARANGAON-HOUSE NO.1906,,JOSHO LAEN",R - 2,"pankaj mannalal jain, [43823-30/09/1998]","['License: ', '20-186822 (Validity: 31/12/2021)', '21-186823 (Validity: 31/12/2021)']"
SHRI GANESH PHARMACEUTICAL - 9021190633,"BHUSAWAL-SERVE NO. 12, PLOT NO. 01, SHRI GANESH PLAZA,,NEAR PRABHAKAR PLAZA,",RWH - 6,"nitin nandkumar patil, MPH, [109787-01/09/2014]","['License: ', '20-103461 (Validity: 28/09/2019)', '20B-103463 (Validity: 28/09/2019)', '20C-103465 (Validity: 28/09/2019)', '20D-103466 (Validity: 28/09/2019)', '21-103462 (Validity: 28/09/2019)', '21B-103464 (Validity: 28/09/2019)']"
SHRI HARI MEDICAL & GENERAL STORE,"BHUSAWAL-C.S.T.NO.147/2B2, PLOT NO.2, HOUSE NO.5/1916,MUNICIPAL COLONY, JAMNER ROAD",RH - 3,"pravin amrit patil, DPH, [45391-07/07/2003]","['License: ', '20-20/1326 (Validity: 31/12/2017)', '20C-20C/473 (Validity: 31/12/2017)', '21-21/1326 (Validity: 31/12/2017)']"
SHRI KRUSHNA DISTRIBUTORS - 9325490399,"Tal Bhusawal, Dist Jalgaon-Bhumapan No. 139+140+172A/1+20, Room No. 219, Near to Ravi,Fancy Cloth Store, Sindhi Colony, Bhusawal,",WH - 3,"praveen sadhuram lekhwani, DPH, [95609-26/03/2013]","['License: ', '20B-73087 (Validity: 16/04/2018)', '20D-73089 (Validity: 16/04/2018)', '21B-73088 (Validity: 16/04/2018)']"
SHRI MAHALAXMI MEDICAL AND GENERAL STORES - 9823506088,"NIBHORA,-GAT NO. 49,,NEAR SARGAM GET,",RH - 3,"milindkumar sharadrao patil, DPH, [36178-15/09/2011]","['License: ', '20-38899 (Validity: 12/10/2021)', '20C-38901 (Validity: 12/10/2021)', '21-38900 (Validity: 12/10/2021)']"
SHRI MANGAL MEDICAL - 8108497363,"A/P.VARANGAON TAL.BHUSAWAL-CS.NO.603 PLOT NO.1,MALMATTA NO.5299 1st FLOOR GALA NO.1,BHANGALE COMPLEX,INFRONT OF BUS STAND",RH - 3,"shaikh mohseen shaikh yunus, [103160-14/09/2016]","['License: ', '20-164509 (Validity: 16/09/2021)', '20C-164511 (Validity: 16/09/2021)', '21-164510 (Validity: 16/09/2021)']"
SHRI PRABHU DISTRIBUTORS - 9890649465,"Road, Bhusawal-Talmajala S.No. 1 & 2, Potmala S. No. 1 to 4, H.No.,4/21, C.S.No. 3177D, Mulay Bhavan, Shani Mandir",WH - 3,"mr. suhas vishwanath mulay, BSC, [C-P-07/02/2013]","['License: ', '20B-70863 (Validity: 12/03/2018)', '20D-70865 (Validity: 12/03/2018)', '21B-70864 (Validity: 12/03/2018)']"
SHRI RENUKA MEDICAL & GENERAL STORES - 8275495433,"BHUSAWAL-MUN.SHOP NO.8, LATE-MOTUMAL CHANDWANI SHPPG.,COMPLEX, YAWAL ROAD,",RH - 3,"avinash suryakant mahajan, DPH, [49991-11/10/2002]","['License: ', '20-20/1832 (Validity: 10/10/2017)', '20C-20C/1330 (Validity: 08/07/2020)', '21-21/1832 (Validity: 10/10/2017)']"
SHRI SAI MEDICAL AND GENERAL STORES - 8888476437,"Tal - Bhusawal-Shop No. 02, Malmatt No. 832, Gautam Housing,Society Vyapari Sankul, At post Kandari",RH - 3,"vidhyadhar bhimrao patil, DPH, [52299-09/10/2013]","['License: ', '20-84078 (Validity: 28/10/2018)', '20C-84080 (Validity: 28/10/2018)', '21-84079 (Validity: 28/10/2018)']"
SHRI SAIBABA MEDICALS - 9028133355,"BHUSAWAL-SHOP NO.08 , S.NO.3149,SHANI MANDIR WARD,",RH - 3,"umar usman memon, DPH, [39639-12/04/2016]","['License: ', '20-147450 (Validity: 25/04/2021)', '20C-147452 (Validity: 25/04/2021)', '21-147451 (Validity: 25/04/2021)']"
SHRI SAIKRUPA MEDICALS & GENERAL STORES - 9923311501,"BHUSAWAL-SHOP NO.2, TALMAJALA, T.P.NO.1, F.PLOT NO.43/1,,S.NO.135/1/2/2, PLOT NO.5, PROFESIR COLONY,",RH - 3,"dharam pratapmal makhija, DPH, [51995-05/05/2011]","['License: ', '20-30530 (Validity: 17/05/2021)', '20C-30532 (Validity: 17/05/2021)', '21-30531 (Validity: 17/05/2021)']"
SHRIKRISHNA MEDICAL & DISTRIBUTORS - 7276794286,"BHUSAWAL-480,SINDHI COLONY",RWH - 6,"jagruti dilip kapse, DPH, [178144-22/03/2016]","['License: ', '20-145207 (Validity: 01/04/2021)', '20B-145209 (Validity: 01/04/2021)', '20C-145211 (Validity: 01/04/2021)', '20D-145212 (Validity: 01/04/2021)', '21-145208 (Validity: 01/04/2021)', '21B-145210 (Validity: 01/04/2021)']"
SHRINATH MEDICAL AND GENERAL STORES - 8087195788,"VARANGAON-SHOP NO. 1, HOUSE NO. 180, INFRONT OF,GRAMPANCHAYAT OFFICE,MAIN ROAD,",RH - 3,"sandip vasantrao sapkar, DPH, [157880-13/08/2014]","['License: ', '20-102611 (Validity: 26/08/2019)', '20C-102613 (Validity: 26/08/2019)', '21-102612 (Validity: 26/08/2019)']"
SHRIRAM MEDICAL AGENCY - 9923103560,"BHUSAWAL-C.T.S.NO 1228, H.NO 751 SARAF BAJAR,BALAJI GALLI",W - 2,"banvarilal dwarkadas agrawal, HSC, [C-P-03/12/2011]","['License: ', '20B-177407 (Validity: 31/12/2021)', '21B-177408 (Validity: 31/12/2021)']"
SIDDHIVINAYAK AGENCY - 9049409555,"ROAD, BHUSAWAL-C.S.NO. 3784/1/6, T.P.SCHEME NO. 2, F. P. NO. 200/96,FLAT NO. 2, VYANKATESH COMPLEX, F.F., MAMAJI TALKIES",W - 2, ,"['License: ', '20B-96043 (Validity: 04/05/2019)', '21B-96044 (Validity: 04/05/2019)']"
SOHAN MEDICAL & GENERAL STORE - 9226008693,"BHUSAWAL-HOUSE NO.362/1,,MAIN ROAD, VARANGAON",R - 2,"narendra suresh bhangale, DPH, [27502-04/03/1992]","['License: ', '20-187111 (Validity: 27/12/2021)', '21-187112 (Validity: 27/12/2021)']"
SONA MEDICAL & GENERAL STORES - 9823223029,"KHADKA-SHOP NO.2, CSN 16/1A, PLOT NO.5/12,KHADKA ROAD,",RH - 3,"harish laxman zambre, DPH, [53320-03/08/2006]","['License: ', '20-163153 (Validity: 02/08/2021)', '20C-20C/1380 (Validity: 17/08/2016)', '21-163154 (Validity: 02/08/2021)']"
SONI MEDICAL AND DISTRIBUTORS - 9421837545,"BHUSAWAL-SERVE NO. 195, PLOT NO. 6A, GADKARI NAGAR,,RINGROAD",RWH - 6,"leena santoshkumar katta, BPH, [99770-22/07/2014]","['License: ', '20-101505 (Validity: 06/08/2019)', '20B-101507 (Validity: 06/08/2019)', '20C-101509 (Validity: 06/08/2019)', '20D-101510 (Validity: 06/08/2019)', '21-101506 (Validity: 06/08/2019)', '21B-101508 (Validity: 06/08/2019)']"
SONICCHA MEDICAL & GENERAL STORES - 8805519725,"BHISAWAL-SHOP NO.1, BASEMENT, C.S.TNO.141A,PLOT NO.2,,NEW HOUSE NO.5/2970, JAMNER ROAD,",R - 2,"nikhil bharat pimale, DPH, [173346-21/12/2015]","['License: ', '20-20/2599 (Validity: 23/08/2017)', '21-21/2599 (Validity: 23/08/2017)']"
SUDARSHAN DISTRIBUTORES - 8793303029,"Bhusawal-Shop No.2, Laki Plaza,,Kulkarni Plot,",W - 2,"aniket kiran patil, DPH, [113142-01/11/2010]","['License: ', '20B-20B/1580 (Validity: 31/10/2020)', '21B-21B/1431 (Validity: 31/10/2020)']"
SUHAS MEDICAL STORES - 9326153180,"BHUSAWAL-SHOP NO.1, GRND FLR, CSN 3292/2A/48,,B/ND.BALAJI MANDIR, TIMBER MARKET,",R - 2,"suhas gambhir jawale, DPH, [44974-06/04/2009]","['License: ', '20-20/1656 (Validity: 05/04/2019)', '21-21/1656 (Validity: 05/04/2019)']"
SUKHAD MEDICAL AND GENERAL STORES - 9595337651,"BHUSAWAL-C.S.NO.3105A/12/4+3+2+1, KOLTE CHAMBERS, S. NO. 5,,GROUND FLOOR, GANGARAM PLOT,",RWHX - 8,"khushal dagadu patil, DPH, [140912-01/10/2014]","['License: ', '20-105269 (Validity: 17/10/2019)', '20B-105271 (Validity: 17/10/2019)', '20C-105273 (Validity: 17/10/2019)', '20D-105274 (Validity: 17/10/2019)', '20F-105275 (Validity: 17/10/2019)', '20G-105276 (Validity: 17/10/2019)', '21-105270 (Validity: 17/10/2019)', '21B-105272 (Validity: 17/10/2019)']"
"SUYASH MEDICAL & GENERAL STORES, - 9372717877","BHUSAWAL-SHOP NO.14,15 , MUNICIPAL SHOPPING CENTER,,NEAR VASANT TALKIES",RH - 3,"anjali rajendra zambare, DPH, [60279-29/01/2008]","['License: ', '20-20/1886 (Validity: 28/01/2018)', '20C-20C/1123 (Validity: 28/01/2018)', '21-21/1886 (Validity: 28/01/2018)']"
SUYOG MEDICAL & GENERAL STORES - 9999999999,"BHUSAWAL-124/E/4/C, NEAR GURUDWARA,,JALGAON ROAD,",RH - 3,"sunil dinkar narkhede, DPH, [13637-01/04/1997]","['License: ', '20-20/172 (Validity: 31/12/2017)', '20C-20C/683 (Validity: 31/12/2017)', '21-21/172 (Validity: 31/12/2017)']"
SWAMI MEDICAL - 7620127888,"VARANGAON-C.S.NO.2354/2,GAT NO.600/2,MALMATTA NO.2866/1,,ANAND TOWER GR.FLOOR SHOP NO. 26,STATION ROAD,",RH - 3,"pradeep dnyandeo ingale, DPH, [23768-31/05/2016]","['License: ', '20-155412 (Validity: 01/07/2021)', '20C-155414 (Validity: 01/07/2021)', '21-155413 (Validity: 01/07/2021)']"
SWAROOP MEDICAL & GENERAL STORES - 9326218588,"TAL.BHUSAWAL-GAT NO.113/1, GOPAL MARKET,,AT.POST.DARYAPUR,",RW - 4,"bhanudas onkar patil, DPH, [36757-24/03/1998]","['License: ', '20-20/918 (Validity: 31/12/2017)', '20B-20B/1305 (Validity: 31/12/2017)', '21-21/918 (Validity: 31/12/2017)', '21B-21B/1161 (Validity: 31/12/2017)']"
TARA INDUSTRIAL LINK - 9765185564,"BHUSAWAL-HOUSE NO.5/2809, PLOT NO.5,VIKAS COLONY, OPP. HANUMAN MANDIR, JAMNER ROAD",W - 1,"tanmay premnath bendale, BSC, [C-P-30/10/2015]","['License: ', '20B-135402 (Validity: 10/12/2020)']"
THE BHUSAWAL MEDICAL STORES - 9923448842,"BHUSAWAL-GROUND FLOOR, SHOP NO. 21, C.S.NO. 79/80,,MEENA SHOPPING COMPLEX, STATION ROAD",RH - 3,"prasad balkrishna acharya, DPH, [32980-03/02/2014]","['License: ', '20-91559 (Validity: 23/02/2019)', '20C-91561 (Validity: 23/02/2019)', '21-91560 (Validity: 23/02/2019)']"
TIYA MEDICAL - 9604794555,"BHUSAWAL-ROOM NO.1, C.S.T.NO.125A/1(2/7), JAMNER ROAD,,MANWATKAR HOSPITAL AWAR",RHX - 4,"farooqui mohammad shoieb ashfaque ahmad, DPH, [180178-01/08/2016]","['License: ', '20-169982 (Validity: 07/08/2021)', '20C-103584 (Validity: 07/08/2021)', '20F-103585 (Validity: 07/08/2021)', '21-169983 (Validity: 07/08/2021)']"
UJWAL PHARMA - 9766383737,"BHUSAWAL-P. NO. 16, HOUSE NO.8/3113, C.S.NO. 68/3+4+6+7,,S.NO. 2, SITAI COMPLEX, RAJESHWAR NAGAR,",WH - 3,"shashikant rayajirao ghogare, DPH, [C-P-27/08/2014]","['License: ', '20B-103163 (Validity: 25/09/2019)', '20D-103165 (Validity: 25/09/2019)', '21B-103164 (Validity: 25/09/2019)']"
UMAR MEDICAL AND GENERAL STORES - 9270062975,"BHUSAWAL-C.S.T.NO.53/3/2, POLT NO.3,,MOHMADI NAGAR, KHADKA ROAD,",RH - 3,"mazharuddin naeemuddin shaikh, DPH, [150719-06/05/2016]","['License: ', '20-150749 (Validity: 19/05/2021)', '20C-150751 (Validity: 19/05/2021)', '21-150750 (Validity: 19/05/2021)']"
UMESH DISTRIBUTOERS & SURGICALS,"BHUSAWAL-HOUSE NO.6/326, C.S.T.NO.3822a/1a,,JAUNA SATARA, OPP.DAGDI PULL,",RH - 3,"sonawali nandkishor jain, DPH, [75450-19/09/2006]","['License: ', '20-20/2448 (Validity: 18/09/2016)', '20C-20C/955 (Validity: 06/07/2019)', '21-21/2448 (Validity: 18/09/2016)']"
USHAI MEDICAL,"BHISAWAL-HOUSE NO.3625, C.S.T.NO.3873/60/1,,DEU NIWAS, MINICIPAL PARK,",W - 2,"santosh nathu narkhede, SSC, [C-P-26/11/1997]","['License: ', '20B-20B/932 (Validity: 31/12/2017)', '21B-21B/808 (Validity: 31/12/2017)']"
VAISHNAVI ENTERPRISES - 9860114440,"TAL- BHUSAWAL-17, SAMBHAJI NAGAR,,VARANGAON ROAD, OPP. NAHATA DAL MILL, BHUSAWAL.",WH - 3,"rajesh chittaranjandas tandon, BSC, [C-P-31/05/2011]","['License: ', '20B-31727 (Validity: 08/06/2021)', '20D-31729 (Validity: 08/06/2021)', '21B-31728 (Validity: 08/06/2021)']"
VASU AGENCIES - 8624835109,"Bhusawl-House no.1/1/1920, S.No.167/1/1,,Near Pachavati mandir, Hanuman Nagar",WH - 3,"vasudev soma patil, DPH, [C-P-02/02/2016]","['License: ', '20B-143188 (Validity: 08/03/2021)', '20D-143190 (Validity: 08/03/2021)', '21B-143189 (Validity: 08/03/2021)']"
VASUDEO AUSHADHALAY AND GENERAL STORES - 9226350403,"VARANGAON-Gat No.601, Plot No.1, Ghar No.5299,,Ayodhya Nagar, VARANGAON, Tal. Bhusawal, Dist. Jalgaon",RH - 3,"lalit barsu kinge, DPH, [49193-16/02/2015]","['License: ', '20-114117 (Validity: 20/02/2020)', '20C-114119 (Validity: 20/02/2020)', '21-114118 (Validity: 20/02/2020)']"
VEDANT SURGICALS - 9403708632,"BHUSAWAL-1ST FLOOR, HOUSE NO. 6/248, C.S.NO. 3822/2,,NEW SATARA FILE, MAMAJI TAKIES ROAD,",W - 2,"tarun indrajit chohda, BSC, [C-P-13/03/2012]","['License: ', '20B-48864 (Validity: 15/03/2017)', '21B-48865 (Validity: 15/03/2017)']"
VIGHNAHARTA MEDICAL AND GENERAL STORES - 9595484336,"BHUSAWAL-S.R.NO.179/2, PLOT NO.17, GROUND FLOOR SHOP NO.2,,VAISHNAVI PLAZA, JAMNER ROAD",RH - 3,"punam sunil bharambe, DPH, [177511-05/10/2016]","['License: ', '20-168313 (Validity: 18/10/2021)', '20C-168315 (Validity: 18/10/2021)', '21-168314 (Validity: 18/10/2021)']"
VIGHNAHARTA MEDICAL STORES - 8856943059,"A/P. TALVEL-M.N.1381 GROUND FLOOR SHOP,,NEAR VITTHAL MANDIR AND BUS STAND,HARI VITTHAL NAGAR",RWH - 6,"ajay dnyandeo pachpande, BPH, [137422-11/11/2016]","['License: ', '20-157508 (Validity: 19/07/2021)', '20B-157510 (Validity: 19/07/2021)', '20C-157512 (Validity: 19/07/2021)', '20D-157513 (Validity: 19/07/2021)', '21-157509 (Validity: 19/07/2021)', '21B-157511 (Validity: 19/07/2021)']"
VIJAY MEDICAL - 9823060465,"BHUSAWAL.-SHOP NO. 1, C.S.NO. 293/1,,SAKEGAON SHIVAR, GLOBAL HOSPITAL ATTACH,",R - 2,"nilima vilas dhande, DPH, [31387-05/08/2011]","['License: ', '20-36020 (Validity: 21/08/2021)', '21-36021 (Validity: 21/08/2021)']"
VIMAL MEDICAL & GENERAL STORES - 9373410187,"BHUSAWAL-SHOP NO.38, CSN 175B/1, JYOTIBA FULE MARKET,,DINDAYAL NAGAR, JAMNER ROAD,",RH - 3,"rajesh popatrao patil, [43118-10/07/2009]","['License: ', '20-188109 (Validity: 31/12/2021)', '20C-188110 (Validity: 31/12/2021)', '21-188111 (Validity: 31/12/2021)']"
VISHWANATH MEDICAL & GENERAL STORES - 9823113169,"BHUSAWAL-SHOP NIO.1, TALMAJALA, C.S.T.NO.4434/35A/2,,VISHWANATH HOSPITAL AWAR, JAMANER ROAD",RH - 3,"vaishali vilas mahajan, DPH, [43155-01/12/2012]","['License: ', '20-20/2304 (Validity: 26/10/2020)', '20C-20C/826 (Validity: 26/10/2020)', '21-21/2304 (Validity: 26/10/2020)']"
